brain,scenario,method,tissue_pct,skull_pct,status,converged,tissue_rmse,tissue_std,tissue_mean,skull_rmse,ms_ssim,psnr,n_tissue_px,n_skull_px,n_brain_px
vp_599065,standard,baseline,95.2,64.34,converged,1,14.21,24.22,1568.181,234.093,0.9695,24.098,30344,2364,43590
vp_599065,standard,dg,90.46,78.21,converged,1,18.29,23.373,1575.961,204.729,0.9705,24.406,30344,2364,43590
vp_599065,standard,sg,94.67,83.08,converged,1,16.057,20.404,1559.123,184.57,0.9843,25.84,30344,2364,43590
vp_599065,standard,sg_c,89.95,73.77,converged,1,17.904,25.37,1562.297,209.086,0.9825,25.912,30344,2364,43590
vp_599065,reduced_compute,baseline,7.79,19.04,failed,0,92.962,5.149,1480.489,617.437,0.9149,19.766,30344,2364,43590
vp_599065,reduced_compute,dg,87.06,89.72,converged,1,22.178,21.913,1587.552,171.068,0.9589,23.278,30344,2364,43590
vp_599065,reduced_compute,sg,97.01,88.16,converged,1,12.667,20.225,1564.538,164.761,0.9791,25.227,30344,2364,43590
vp_599065,reduced_compute,sg_c,92.97,77.16,converged,1,14.965,24.217,1567.42,193.514,0.9824,25.898,30344,2364,43590
vp_599065,missing_low_freq,baseline,7.8,15.19,failed,0,93.04,2.224,1480.225,680.883,0.9105,19.434,30344,2364,43590
vp_599065,missing_low_freq,dg,85.64,76.61,converged,1,24.082,23.857,1585.175,333.061,0.9573,23.21,30344,2364,43590
vp_599065,missing_low_freq,sg,8.38,44.2,failed,0,91.237,10.296,1482.618,432.457,0.9235,20.609,30344,2364,43590
vp_599065,missing_low_freq,sg_c,80.81,72.72,converged,1,24.645,28.958,1558.728,211.867,0.9768,25.525,30344,2364,43590
vp_617748,standard,baseline,33.03,42.07,failed,0,62.774,59.488,1552.041,395.511,0.9274,22.419,31066,3268,45513
vp_617748,standard,dg,90.42,86.75,converged,1,20.592,21.384,1582.046,179.956,0.9694,24.036,31066,3268,45513
vp_617748,standard,sg,96.18,84.15,converged,1,16.686,18.956,1551.39,186.084,0.9852,25.495,31066,3268,45513
vp_617748,standard,sg_c,95.59,79.19,converged,1,13.227,22.145,1560.066,200.227,0.9852,25.599,31066,3268,45513
vp_617748,reduced_compute,baseline,7.37,16.95,failed,0,87.999,0.052,1480.002,674.024,0.9077,19.377,31066,3268,45513
vp_617748,reduced_compute,dg,57.47,45.9,buffer,0,45.656,35.891,1597.635,492.906,0.929,20.937,31066,3268,45513
vp_617748,reduced_compute,sg,98.45,88.8,converged,1,11.483,19.568,1558.816,170.118,0.9773,24.581,31066,3268,45513
vp_617748,reduced_compute,sg_c,92.05,83.81,converged,1,14.705,23.805,1563.23,181.975,0.9814,25.451,31066,3268,45513
vp_617748,missing_low_freq,baseline,7.37,12.45,failed,0,88.0,0.001,1480.0,743.222,0.9033,19.1,31066,3268,45513
vp_617748,missing_low_freq,dg,7.37,11.47,failed,0,87.652,1.5,1480.321,691.718,0.9045,19.004,31066,3268,45513
vp_617748,missing_low_freq,sg,19.09,40.58,failed,0,77.79,33.221,1496.074,495.251,0.9296,20.857,31066,3268,45513
vp_617748,missing_low_freq,sg_c,75.28,86.14,converged,1,30.733,26.076,1541.903,174.921,0.9783,25.416,31066,3268,45513
vp_841349,standard,baseline,7.17,16.37,failed,0,84.097,8.59,1480.901,557.216,0.9208,19.138,31727,3153,46089
vp_841349,standard,dg,91.52,80.37,converged,1,18.812,20.101,1575.459,249.804,0.9558,21.933,31727,3153,46089
vp_841349,standard,sg,97.46,78.37,converged,1,10.965,18.879,1566.162,190.999,0.9795,24.107,31727,3153,46089
vp_841349,standard,sg_c,95.0,76.28,converged,1,14.078,21.33,1556.582,202.898,0.9824,24.44,31727,3153,46089
vp_841349,reduced_compute,baseline,6.91,18.81,failed,0,83.697,5.521,1480.976,692.438,0.9024,18.288,31727,3153,46089
vp_841349,reduced_compute,dg,38.32,27.97,failed,0,49.789,36.908,1595.137,660.308,0.9045,18.434,31727,3153,46089
vp_841349,reduced_compute,sg,94.04,86.87,converged,1,17.836,19.386,1577.167,167.847,0.963,22.571,31727,3153,46089
vp_841349,reduced_compute,sg_c,90.18,82.08,converged,1,16.991,24.269,1560.601,182.897,0.9733,23.839,31727,3153,46089
vp_841349,missing_low_freq,baseline,7.85,13.86,failed,0,83.666,8.427,1481.273,721.194,0.9014,18.271,31727,3153,46089
vp_841349,missing_low_freq,dg,6.78,23.79,failed,0,82.469,5.67,1482.008,746.023,0.9026,17.817,31727,3153,46089
vp_841349,missing_low_freq,sg,6.81,43.04,failed,0,81.764,6.419,1482.644,511.349,0.9168,19.132,31727,3153,46089
vp_841349,missing_low_freq,sg_c,78.03,77.39,converged,1,26.084,27.524,1548.736,198.189,0.9721,24.107,31727,3153,46089
vp_159138,standard,baseline,10.24,27.87,failed,0,87.717,3.702,1481.036,613.079,0.8959,18.461,32511,2957,46845
vp_159138,standard,dg,69.4,50.66,buffer,0,31.781,26.578,1588.98,410.308,0.9297,20.5,32511,2957,46845
vp_159138,standard,sg,92.55,79.4,converged,1,17.287,23.916,1564.788,248.828,0.954,22.454,32511,2957,46845
vp_159138,standard,sg_c,96.08,87.72,converged,1,12.326,23.752,1563.085,168.247,0.9834,25.041,32511,2957,46845
vp_159138,reduced_compute,baseline,10.23,3.99,failed,0,88.544,0.001,1480.0,822.818,0.88,17.366,32511,2957,46845
vp_159138,reduced_compute,dg,62.82,50.83,buffer,0,35.587,30.452,1582.288,529.039,0.9201,19.473,32511,2957,46845
vp_159138,reduced_compute,sg,88.47,65.67,converged,1,29.271,31.688,1577.254,366.39,0.9383,21.148,32511,2957,46845
vp_159138,reduced_compute,sg_c,74.86,91.34,converged,1,37.964,40.231,1551.74,144.649,0.956,23.69,32511,2957,46845
vp_159138,missing_low_freq,baseline,10.31,2.6,failed,0,86.484,9.327,1483.044,861.159,0.8781,17.341,32511,2957,46845
vp_159138,missing_low_freq,dg,10.26,13.49,failed,0,69.335,12.82,1498.916,728.865,0.8924,17.798,32511,2957,46845
vp_159138,missing_low_freq,sg,88.36,58.81,buffer,0,78.019,78.178,1574.981,529.064,0.9126,19.699,32511,2957,46845
vp_159138,missing_low_freq,sg_c,0.0,33.95,failed,0,203.65,106.554,1737.4,473.424,0.8898,17.973,32511,2957,46845
vp_123824,standard,baseline,5.5,19.9,failed,0,90.534,4.467,1480.221,747.782,0.8786,17.284,25966,4939,41284
vp_123824,standard,dg,49.24,59.1,buffer,0,47.673,35.646,1602.993,502.201,0.914,19.799,25966,4939,41284
vp_123824,standard,sg,68.78,81.88,converged,1,30.833,22.116,1595.241,216.804,0.9446,22.154,25966,4939,41284
vp_123824,standard,sg_c,87.39,84.55,converged,1,22.438,23.402,1584.14,196.782,0.9527,22.773,25966,4939,41284
vp_123824,reduced_compute,baseline,5.42,13.85,failed,0,90.595,0.45,1480.023,876.35,0.8675,16.623,25966,4939,41284
vp_123824,reduced_compute,dg,5.42,9.68,failed,0,90.578,0.562,1480.04,916.755,0.8593,16.212,25966,4939,41284
vp_123824,reduced_compute,sg,33.42,56.93,failed,0,57.743,36.546,1616.133,501.387,0.897,19.293,25966,4939,41284
vp_123824,reduced_compute,sg_c,86.21,72.12,converged,1,24.622,27.387,1578.77,312.052,0.9222,20.982,25966,4939,41284
vp_123824,missing_low_freq,baseline,5.42,9.7,failed,0,90.613,0.028,1480.001,938.585,0.8639,16.376,25966,4939,41284
vp_123824,missing_low_freq,dg,5.42,17.76,failed,0,89.867,3.295,1480.8,858.108,0.8667,16.541,25966,4939,41284
vp_123824,missing_low_freq,sg,5.42,16.3,failed,0,89.541,3.741,1481.135,851.516,0.8636,16.672,25966,4939,41284
vp_123824,missing_low_freq,sg_c,88.47,72.26,converged,1,23.848,27.494,1575.547,300.046,0.9255,21.18,25966,4939,41284
vp_116726,standard,baseline,12.09,19.84,failed,0,87.366,1.986,1480.071,535.442,0.9046,18.99,30209,3810,44990
vp_116726,standard,dg,86.44,79.42,converged,1,22.655,27.167,1575.517,261.571,0.9497,22.318,30209,3810,44990
vp_116726,standard,sg,97.53,89.74,converged,1,11.622,22.513,1560.679,155.226,0.9751,24.223,30209,3810,44990
vp_116726,standard,sg_c,97.3,85.62,converged,1,11.495,24.677,1564.341,168.451,0.9803,24.746,30209,3810,44990
vp_116726,reduced_compute,baseline,12.04,16.8,failed,0,87.286,1.351,1480.137,657.719,0.8891,18.386,30209,3810,44990
vp_116726,reduced_compute,dg,60.04,67.51,converged,1,40.151,32.646,1593.95,318.781,0.9177,20.49,30209,3810,44990
vp_116726,reduced_compute,sg,96.84,95.49,converged,1,11.619,22.826,1562.822,136.767,0.9643,23.268,30209,3810,44990
vp_116726,reduced_compute,sg_c,94.05,88.95,converged,1,14.28,26.338,1564.47,159.291,0.9732,24.268,30209,3810,44990
vp_116726,missing_low_freq,baseline,12.04,12.18,failed,0,87.398,0.283,1480.013,701.584,0.887,18.25,30209,3810,44990
vp_116726,missing_low_freq,dg,12.04,22.18,failed,0,85.709,5.1,1481.66,656.79,0.8893,18.247,30209,3810,44990
vp_116726,missing_low_freq,sg,12.05,39.66,failed,0,84.556,7.959,1482.893,513.236,0.8912,18.904,30209,3810,44990
vp_116726,missing_low_freq,sg_c,85.29,92.36,converged,1,22.907,26.531,1547.79,145.379,0.9754,24.569,30209,3810,44990
vp_116524,standard,baseline,9.72,25.88,failed,0,91.229,8.669,1480.937,567.378,0.9058,19.019,30092,3814,44952
vp_116524,standard,dg,90.44,82.93,converged,1,17.262,23.772,1573.49,235.779,0.9515,22.311,30092,3814,44952
vp_116524,standard,sg,95.81,84.19,converged,1,13.974,22.821,1576.017,174.392,0.9806,24.729,30092,3814,44952
vp_116524,standard,sg_c,96.43,86.97,converged,1,12.338,24.357,1568.365,167.335,0.9817,24.801,30092,3814,44952
vp_116524,reduced_compute,baseline,9.42,23.65,failed,0,91.039,3.196,1480.716,688.981,0.8901,18.214,30092,3814,44952
vp_116524,reduced_compute,dg,9.46,16.91,failed,0,85.822,10.681,1485.956,710.882,0.8913,17.944,30092,3814,44952
vp_116524,reduced_compute,sg,90.45,89.93,converged,1,19.611,23.884,1583.592,157.785,0.9675,23.501,30092,3814,44952
vp_116524,reduced_compute,sg_c,94.5,91.85,converged,1,15.044,26.145,1572.613,145.86,0.9721,24.083,30092,3814,44952
vp_116524,missing_low_freq,baseline,9.45,15.47,failed,0,90.479,6.672,1481.417,749.556,0.8877,18.05,30092,3814,44952
vp_116524,missing_low_freq,dg,9.42,15.63,failed,0,87.371,7.932,1484.13,723.499,0.8897,17.825,30092,3814,44952
vp_116524,missing_low_freq,sg,9.57,34.9,failed,0,85.438,11.197,1486.297,591.396,0.8978,18.654,30092,3814,44952
vp_116524,missing_low_freq,sg_c,94.55,90.53,converged,1,14.861,26.042,1569.961,156.037,0.9777,24.632,30092,3814,44952
vp_299760,standard,baseline,83.91,61.16,converged,1,24.65,26.66,1579.58,257.642,0.957,22.196,29703,2750,43137
vp_299760,standard,dg,92.66,89.53,converged,1,16.972,21.811,1571.85,151.299,0.9698,22.985,29703,2750,43137
vp_299760,standard,sg,86.86,80.22,converged,1,21.235,23.959,1577.365,190.887,0.9708,23.651,29703,2750,43137
vp_299760,standard,sg_c,94.83,77.56,converged,1,14.585,25.435,1565.03,200.378,0.9779,24.296,29703,2750,43137
vp_299760,reduced_compute,baseline,10.43,23.64,failed,0,84.424,0.937,1480.041,648.883,0.9114,18.774,29703,2750,43137
vp_299760,reduced_compute,dg,54.24,37.35,buffer,0,48.237,38.235,1597.105,484.055,0.9283,20.015,29703,2750,43137
vp_299760,reduced_compute,sg,80.95,83.82,converged,1,24.623,23.926,1580.864,188.26,0.9603,22.676,29703,2750,43137
vp_299760,reduced_compute,sg_c,93.7,82.51,converged,1,15.612,25.663,1566.455,184.76,0.9703,23.625,29703,2750,43137
vp_299760,missing_low_freq,baseline,10.42,18.18,failed,0,84.447,0.006,1480.0,735.815,0.9071,18.583,29703,2750,43137
vp_299760,missing_low_freq,dg,64.7,62.8,converged,1,35.222,28.649,1588.03,362.693,0.9361,20.752,29703,2750,43137
vp_299760,missing_low_freq,sg,48.8,22.55,failed,0,54.504,49.271,1538.9,659.229,0.9307,20.155,29703,2750,43137
vp_299760,missing_low_freq,sg_c,92.62,83.05,converged,1,16.426,25.892,1567.234,182.374,0.9727,23.918,29703,2750,43137
vp_693461,standard,baseline,5.56,25.48,failed,0,86.286,16.378,1482.817,516.474,0.9166,19.942,30608,3705,45433
vp_693461,standard,dg,91.64,90.45,converged,1,18.494,17.269,1578.429,173.239,0.9629,23.671,30608,3705,45433
vp_693461,standard,sg,96.75,83.89,converged,1,14.45,16.206,1575.816,173.785,0.9851,25.732,30608,3705,45433
vp_693461,standard,sg_c,95.78,89.07,converged,1,12.234,18.311,1564.595,158.974,0.9858,25.951,30608,3705,45433
vp_693461,reduced_compute,baseline,4.53,17.57,failed,0,86.602,3.446,1480.729,660.668,0.9015,18.93,30608,3705,45433
vp_693461,reduced_compute,dg,59.62,50.09,buffer,0,44.852,41.287,1585.158,433.043,0.9182,20.635,30608,3705,45433
vp_693461,reduced_compute,sg,93.38,92.85,converged,1,19.825,16.014,1582.765,141.096,0.9777,24.903,30608,3705,45433
vp_693461,reduced_compute,sg_c,94.04,92.58,converged,1,15.513,20.116,1569.277,141.764,0.9802,25.524,30608,3705,45433
vp_693461,missing_low_freq,baseline,4.53,12.36,failed,0,86.838,3.508,1480.508,712.293,0.8989,18.711,30608,3705,45433
vp_693461,missing_low_freq,dg,4.53,31.23,failed,0,83.167,8.899,1484.212,616.039,0.9014,18.996,30608,3705,45433
vp_693461,missing_low_freq,sg,4.79,40.76,failed,0,85.684,6.786,1481.808,481.958,0.9128,19.889,30608,3705,45433
vp_693461,missing_low_freq,sg_c,84.75,88.42,converged,1,24.134,26.001,1557.894,159.091,0.9774,25.683,30608,3705,45433
vp_567052,standard,baseline,9.52,33.33,failed,0,85.686,19.758,1482.103,735.717,0.9037,18.086,31621,3699,46494
vp_567052,standard,dg,76.79,67.4,converged,1,30.117,30.582,1575.313,510.259,0.9376,20.22,31621,3699,46494
vp_567052,standard,sg,95.59,90.29,converged,1,14.503,20.354,1555.284,154.335,0.9779,24.025,31621,3699,46494
vp_567052,standard,sg_c,94.0,85.27,converged,1,14.906,23.266,1562.753,172.55,0.9788,24.208,31621,3699,46494
vp_567052,reduced_compute,baseline,9.11,22.68,failed,0,85.167,0.126,1480.003,932.824,0.8908,17.097,31621,3699,46494
vp_567052,reduced_compute,dg,9.12,6.43,failed,0,82.047,6.718,1483.159,953.512,0.8836,16.399,31621,3699,46494
vp_567052,reduced_compute,sg,95.03,86.51,converged,1,14.013,21.796,1562.483,184.931,0.9615,22.295,31621,3699,46494
vp_567052,reduced_compute,sg_c,85.9,84.32,converged,1,21.343,27.631,1560.857,190.369,0.9607,23.006,31621,3699,46494
vp_567052,missing_low_freq,baseline,9.11,20.87,failed,0,85.169,0.008,1480.0,961.127,0.8912,17.12,31621,3699,46494
vp_567052,missing_low_freq,dg,9.11,19.19,failed,0,83.952,3.943,1481.2,892.402,0.896,17.085,31621,3699,46494
vp_567052,missing_low_freq,sg,20.1,29.47,failed,0,76.723,29.907,1493.204,762.3,0.9075,18.151,31621,3699,46494
vp_567052,missing_low_freq,sg_c,78.78,88.62,converged,1,25.682,24.709,1544.416,160.58,0.972,23.77,31621,3699,46494
vp_212015,standard,baseline,5.0,17.18,failed,0,90.35,0.296,1480.007,784.407,0.8985,18.032,30588,4599,46253
vp_212015,standard,dg,74.44,43.79,buffer,0,31.494,33.073,1579.953,680.93,0.9145,19.524,30588,4599,46253
vp_212015,standard,sg,95.8,87.91,converged,1,13.917,20.59,1572.146,173.333,0.9732,24.576,30588,4599,46253
vp_212015,standard,sg_c,95.88,90.45,converged,1,13.166,21.461,1567.492,153.846,0.9753,24.831,30588,4599,46253
vp_212015,reduced_compute,baseline,5.0,13.74,failed,0,90.353,0.027,1480.0,880.831,0.8894,17.434,30588,4599,46253
vp_212015,reduced_compute,dg,5.03,0.3,failed,0,80.087,10.18,1490.032,911.368,0.8814,16.498,30588,4599,46253
vp_212015,reduced_compute,sg,93.6,88.61,converged,1,15.399,20.18,1562.417,176.298,0.9601,23.327,30588,4599,46253
vp_212015,reduced_compute,sg_c,77.55,88.15,converged,1,27.34,27.532,1552.975,186.088,0.9562,23.568,30588,4599,46253
vp_212015,missing_low_freq,baseline,5.0,10.18,failed,0,90.354,0.0,1480.0,903.072,0.89,17.395,30588,4599,46253
vp_212015,missing_low_freq,dg,5.0,2.28,failed,0,88.981,2.919,1481.291,920.319,0.8818,16.748,30588,4599,46253
vp_212015,missing_low_freq,sg,65.96,38.64,buffer,0,33.833,36.181,1561.705,594.249,0.941,20.886,30588,4599,46253
vp_212015,missing_low_freq,sg_c,88.17,88.58,converged,1,19.889,25.431,1565.773,173.469,0.9658,24.376,30588,4599,46253
vp_123723,standard,baseline,19.31,41.93,failed,0,77.885,27.631,1490.451,548.212,0.9096,18.779,27782,3694,41991
vp_123723,standard,dg,83.77,77.86,converged,1,22.655,23.485,1576.991,243.358,0.9576,21.739,27782,3694,41991
vp_123723,standard,sg,88.15,91.82,converged,1,20.174,23.41,1575.822,148.105,0.9708,23.204,27782,3694,41991
vp_123723,standard,sg_c,96.72,91.8,converged,1,12.554,23.423,1566.631,148.758,0.9781,23.809,27782,3694,41991
vp_123723,reduced_compute,baseline,12.01,27.42,failed,0,82.301,6.313,1481.439,806.979,0.8861,17.373,27782,3694,41991
vp_123723,reduced_compute,dg,11.89,22.01,failed,0,78.522,12.035,1485.426,807.807,0.8876,17.22,27782,3694,41991
vp_123723,reduced_compute,sg,68.69,86.38,converged,1,28.614,24.974,1584.879,186.805,0.9517,21.679,27782,3694,41991
vp_123723,reduced_compute,sg_c,90.58,89.2,converged,1,18.959,24.45,1574.66,161.214,0.9637,22.52,27782,3694,41991
vp_123723,missing_low_freq,baseline,12.15,22.33,failed,0,82.749,6.937,1481.124,893.756,0.881,17.157,27782,3694,41991
vp_123723,missing_low_freq,dg,11.87,34.03,failed,0,79.575,8.517,1483.965,735.599,0.8928,17.573,27782,3694,41991
vp_123723,missing_low_freq,sg,12.09,31.75,failed,0,78.286,10.396,1485.26,773.593,0.8878,17.514,27782,3694,41991
vp_123723,missing_low_freq,sg_c,93.14,93.96,converged,1,16.385,25.47,1553.628,133.901,0.9685,23.012,27782,3694,41991
vp_200210,standard,baseline,10.66,7.07,failed,0,94.626,68.897,1500.734,705.516,0.8904,18.263,34580,2221,48435
vp_200210,standard,dg,67.63,28.5,failed,0,30.448,30.177,1576.917,646.512,0.9235,19.289,34580,2221,48435
vp_200210,standard,sg,82.25,42.37,buffer,0,35.16,35.674,1566.1,568.159,0.9218,20.016,34580,2221,48435
vp_200210,standard,sg_c,85.88,74.92,converged,1,21.399,26.574,1558.44,226.297,0.9709,23.464,34580,2221,48435
vp_200210,reduced_compute,baseline,8.1,5.36,failed,0,84.697,5.354,1481.111,918.227,0.8895,17.302,34580,2221,48435
vp_200210,reduced_compute,dg,65.8,27.19,failed,0,31.203,31.061,1566.193,603.219,0.9191,19.225,34580,2221,48435
vp_200210,reduced_compute,sg,82.89,30.8,buffer,0,28.915,28.811,1571.285,559.106,0.9217,19.827,34580,2221,48435
vp_200210,reduced_compute,sg_c,71.18,66.59,converged,1,40.181,40.982,1557.159,399.898,0.929,21.24,34580,2221,48435
vp_200210,missing_low_freq,baseline,8.02,3.78,failed,0,83.19,8.792,1483.017,953.893,0.8905,17.256,34580,2221,48435
vp_200210,missing_low_freq,dg,69.17,10.9,failed,0,30.284,27.763,1571.058,839.27,0.8942,17.95,34580,2221,48435
vp_200210,missing_low_freq,sg,80.79,34.22,buffer,0,43.772,43.126,1568.928,634.336,0.9071,19.389,34580,2221,48435
vp_200210,missing_low_freq,sg_c,0.01,33.14,failed,0,275.839,182.391,1768.865,598.395,0.8538,17.151,34580,2221,48435
vp_209329,standard,baseline,91.69,57.49,buffer,0,18.648,26.232,1570.368,309.272,0.9504,22.338,26175,3319,39710
vp_209329,standard,dg,88.74,70.99,converged,1,20.125,24.422,1564.368,388.137,0.9496,22.053,26175,3319,39710
vp_209329,standard,sg,90.3,81.11,converged,1,20.24,21.784,1582.932,208.532,0.9735,24.236,26175,3319,39710
vp_209329,standard,sg_c,95.22,86.35,converged,1,14.717,22.389,1559.1,179.349,0.9799,24.866,26175,3319,39710
vp_209329,reduced_compute,baseline,9.17,13.74,failed,0,89.683,0.0,1480.0,809.664,0.8884,17.97,26175,3319,39710
vp_209329,reduced_compute,dg,70.16,53.39,buffer,0,33.374,30.869,1587.375,552.184,0.9201,20.105,26175,3319,39710
vp_209329,reduced_compute,sg,83.94,76.86,converged,1,25.697,22.794,1588.284,249.673,0.9586,22.963,26175,3319,39710
vp_209329,reduced_compute,sg_c,89.54,78.28,converged,1,21.076,24.539,1581.075,222.306,0.9687,23.933,26175,3319,39710
vp_209329,missing_low_freq,baseline,9.17,9.58,failed,0,89.683,0.0,1480.0,865.758,0.8853,17.75,26175,3319,39710
vp_209329,missing_low_freq,dg,9.17,31.36,failed,0,89.667,0.253,1480.016,705.428,0.8996,18.548,26175,3319,39710
vp_209329,missing_low_freq,sg,9.17,24.5,failed,0,88.654,4.222,1481.062,737.763,0.888,18.244,26175,3319,39710
vp_209329,missing_low_freq,sg_c,93.62,83.13,converged,1,15.805,23.408,1560.947,198.483,0.9724,24.169,26175,3319,39710
vp_119025,standard,baseline,94.23,69.91,converged,1,14.223,19.942,1567.941,249.374,0.9543,23.446,29505,3499,43864
vp_119025,standard,dg,89.02,76.79,converged,1,19.38,22.022,1571.82,231.872,0.9558,23.686,29505,3499,43864
vp_119025,standard,sg,97.95,88.14,converged,1,11.244,18.036,1561.562,166.328,0.974,25.007,29505,3499,43864
vp_119025,standard,sg_c,95.31,84.97,converged,1,13.555,21.626,1563.386,175.18,0.9786,25.548,29505,3499,43864
vp_119025,reduced_compute,baseline,6.14,23.18,failed,0,87.346,0.224,1480.017,622.358,0.9014,19.309,29505,3499,43864
vp_119025,reduced_compute,dg,52.91,60.76,buffer,0,39.212,26.018,1595.542,332.094,0.9237,21.583,29505,3499,43864
vp_119025,reduced_compute,sg,97.35,92.31,converged,1,11.156,17.453,1565.091,151.391,0.9636,24.234,29505,3499,43864
vp_119025,reduced_compute,sg_c,96.31,90.88,converged,1,13.536,20.678,1569.349,155.982,0.9736,25.169,29505,3499,43864
vp_119025,missing_low_freq,baseline,6.14,17.38,failed,0,87.361,0.039,1480.002,666.23,0.8983,19.047,29505,3499,43864
vp_119025,missing_low_freq,dg,62.11,58.79,buffer,0,36.106,24.061,1592.371,413.904,0.9292,21.739,29505,3499,43864
vp_119025,missing_low_freq,sg,6.15,40.7,failed,0,86.401,3.303,1480.927,505.576,0.9058,19.891,29505,3499,43864
vp_119025,missing_low_freq,sg_c,94.0,89.51,converged,1,14.772,21.92,1565.283,162.547,0.9731,25.216,29505,3499,43864
vp_203923,standard,baseline,16.24,19.86,failed,0,85.708,76.525,1538.742,484.637,0.9145,20.734,30029,3314,44193
vp_203923,standard,dg,93.9,80.69,converged,1,15.947,20.48,1572.517,198.622,0.9663,23.09,30029,3314,44193
vp_203923,standard,sg,97.31,88.71,converged,1,11.426,18.387,1561.042,157.41,0.9789,24.309,30029,3314,44193
vp_203923,standard,sg_c,86.36,91.73,converged,1,21.937,20.139,1547.103,144.125,0.9815,24.609,30029,3314,44193
vp_203923,reduced_compute,baseline,6.85,19.43,failed,0,86.035,8.333,1482.004,631.976,0.9009,18.625,30029,3314,44193
vp_203923,reduced_compute,dg,59.9,65.9,buffer,0,36.333,25.693,1595.053,323.631,0.9281,20.746,30029,3314,44193
vp_203923,reduced_compute,sg,97.47,93.84,converged,1,11.215,18.858,1565.954,138.359,0.9676,23.271,30029,3314,44193
vp_203923,reduced_compute,sg_c,95.87,89.23,converged,1,13.857,21.371,1569.578,163.462,0.9773,24.329,30029,3314,44193
vp_203923,missing_low_freq,baseline,7.92,15.36,failed,0,86.439,9.65,1481.793,687.594,0.8979,18.516,30029,3314,44193
vp_203923,missing_low_freq,dg,6.69,26.8,failed,0,83.277,9.09,1484.438,671.457,0.9029,18.375,30029,3314,44193
vp_203923,missing_low_freq,sg,7.3,44.99,failed,0,84.415,9.465,1483.501,463.612,0.9102,19.39,30029,3314,44193
vp_203923,missing_low_freq,sg_c,74.35,91.97,converged,1,28.514,23.822,1543.575,144.87,0.9764,24.5,30029,3314,44193
vp_263436,standard,baseline,99.05,50.37,buffer,0,11.432,17.373,1556.888,272.757,0.9814,24.7,29898,1477,41971
vp_263436,standard,dg,85.67,89.03,converged,1,21.178,18.499,1548.091,158.036,0.9816,25.153,29898,1477,41971
vp_263436,standard,sg,96.61,86.59,converged,1,17.281,16.403,1550.225,166.234,0.9891,26.304,29898,1477,41971
vp_263436,standard,sg_c,87.72,64.73,converged,1,18.97,23.081,1554.879,234.755,0.9843,26.058,29898,1477,41971
vp_263436,reduced_compute,baseline,9.14,28.71,failed,0,83.695,38.707,1493.012,525.225,0.9318,21.03,29898,1477,41971
vp_263436,reduced_compute,dg,96.4,96.14,converged,1,16.744,18.579,1578.417,123.159,0.9729,24.123,29898,1477,41971
vp_263436,reduced_compute,sg,98.34,95.4,converged,1,13.151,16.208,1555.134,128.423,0.9819,25.16,29898,1477,41971
vp_263436,reduced_compute,sg_c,94.17,77.59,converged,1,14.619,21.563,1560.15,201.43,0.9865,26.285,29898,1477,41971
vp_263436,missing_low_freq,baseline,4.74,16.05,failed,0,87.389,2.355,1480.109,620.44,0.9276,20.048,29898,1477,41971
vp_263436,missing_low_freq,dg,97.13,94.72,converged,1,13.093,17.157,1574.291,133.95,0.9746,24.333,29898,1477,41971
vp_263436,missing_low_freq,sg,97.4,92.82,converged,1,15.143,16.045,1552.935,140.152,0.9862,25.871,29898,1477,41971
vp_263436,missing_low_freq,sg_c,59.53,83.28,buffer,0,33.915,24.421,1536.891,179.975,0.9803,25.933,29898,1477,41971
vp_701535,standard,baseline,5.52,38.43,failed,0,93.495,31.732,1485.3,645.583,0.9086,18.485,28202,3755,42351
vp_701535,standard,dg,78.06,67.27,converged,1,27.417,24.339,1586.833,368.46,0.949,21.557,28202,3755,42351
vp_701535,standard,sg,94.05,90.09,converged,1,16.1,20.227,1580.251,160.097,0.9723,23.72,28202,3755,42351
vp_701535,standard,sg_c,95.34,91.9,converged,1,14.61,21.629,1575.091,153.8,0.9742,23.978,28202,3755,42351
vp_701535,reduced_compute,baseline,4.37,26.76,failed,0,92.552,3.358,1480.655,860.568,0.8959,17.338,28202,3755,42351
vp_701535,reduced_compute,dg,4.34,19.87,failed,0,87.689,11.811,1485.936,871.772,0.8925,17.084,28202,3755,42351
vp_701535,reduced_compute,sg,82.55,85.25,converged,1,25.144,21.663,1590.242,222.565,0.9516,21.877,28202,3755,42351
vp_701535,reduced_compute,sg_c,87.95,87.32,converged,1,21.322,24.799,1580.612,193.287,0.957,22.638,28202,3755,42351
vp_701535,missing_low_freq,baseline,4.34,19.76,failed,0,92.83,2.207,1480.269,951.093,0.8904,17.017,28202,3755,42351
vp_701535,missing_low_freq,dg,4.32,38.11,failed,0,89.983,6.609,1483.094,749.609,0.9044,17.838,28202,3755,42351
vp_701535,missing_low_freq,sg,5.49,37.76,failed,0,86.653,13.76,1487.198,698.677,0.9026,18.045,28202,3755,42351
vp_701535,missing_low_freq,sg_c,90.14,88.66,converged,1,19.936,25.028,1576.819,183.196,0.9623,23.14,28202,3755,42351
vp_299154,standard,baseline,92.44,80.0,converged,1,17.079,21.969,1574.697,192.106,0.967,23.768,30251,2630,43862
vp_299154,standard,dg,93.59,85.02,converged,1,15.561,19.808,1569.195,182.937,0.97,23.963,30251,2630,43862
